Col 1,UID,Name,Rec,DOB,Inf,Club,Based,Nat,Height,Weight,Age,Position,Transfer Value,Media Description,Rc Injury,Preferred Foot,Left Foot,Right Foot,Caps,AT Apps,AT Gls,AT Lge Apps,AT Lge Gls,Team,Yth Apps,Yth Gls,Acc,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat.1,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Vers,Temp,Spor,Prof,Pres,Loy,Inj Pr,Imp M,Dirt,Amb,Ada,Cons,Cont,Media Handling
591,2002077752,Axel Hernández,- - -,21/1/2005 (17 years old),Ctr,RGV Academy,U.S.A. (Frontier Division),USA,"6'0""",73 kg,17,D/WB (R),0$,Young full back,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,12,17,6,2,12,13,9,7,12,2,2,1,8,3,7,11,2,8,12,7,4,6,4,1,12,6,2,3,12,8,5,3,7,11,10,10,6,10,8,2,2,7,8,7,11,11,1,8,9,8,9,10,12,13,12,6,9,9,11,14,Media-friendly
592,2002077751,Nick Bone,- - -,9/5/2005 (17 years old),Ctr,RGV Academy,U.S.A. (Frontier Division),USA,"5'9""",70 kg,17,D (L),0$,Young full back,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,7,16,9,1,12,13,10,8,11,1,4,1,9,4,9,9,3,4,8,9,7,7,4,3,9,8,1,5,12,8,7,1,7,5,13,13,8,8,10,2,1,7,10,8,7,11,2,14,17,13,13,16,10,9,14,9,2,8,8,14,"Unflappable, Media-friendly"
593,2002077750,Jackson Parsons,- - -,4/6/2006 (16 years old),Ctr,RGV Academy,U.S.A. (Frontier Division),USA,"6'0""",68 kg,16,GK,0$,Young goalkeeper,-,Right,Fairly Strong,Very Strong,0,-,-,-,-,,-,-,5,6,10,6,5,11,2,4,1,9,6,6,10,3,6,4,5,1,14,1,3,1,14,12,11,1,14,5,2,1,2,6,3,10,12,2,2,7,2,10,10,9,10,7,5,10,6,9,13,10,10,12,11,10,14,6,12,11,5,11,Media-friendly
594,2002077749,Stavros Tsanis,- - -,12/10/2005 (16 years old),Ama,RGV Academy,U.S.A. (Frontier Division),USA,"6'0""",67 kg,16,GK,0$,Young goalkeeper,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,11,5,8,5,4,8,1,2,3,11,14,7,13,1,7,11,8,3,9,1,2,2,5,6,7,1,14,6,1,1,1,2,1,2,11,2,1,8,5,8,10,8,5,8,11,18,10,6,12,14,13,8,13,7,8,13,5,5,7,9,Level-headed
595,2002077748,Kyle Velazco,- - -,5/8/2006 (15 years old),Ama,Phoenix Academy,U.S.A. (Southwest Division),USA,"5'6""",56 kg,15,DM,0$,Promising midfielder,-,Either,Very Strong,Strong,0,-,-,-,-,,-,-,7,11,8,1,15,7,15,5,12,2,3,1,9,3,12,9,1,6,3,10,3,6,4,1,3,4,3,11,2,13,6,3,8,13,13,7,6,9,6,1,1,15,14,11,8,8,1,14,14,13,13,10,15,7,12,5,14,6,10,2,Level-headed
596,2002077747,Andy Hamilton,- - -,9/7/2006 (15 years old),Ama,Phoenix Academy,U.S.A. (Southwest Division),USA,"5'9""",59 kg,15,M (C),0$,Hard working midfielder,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,10,16,8,4,8,18,8,6,11,2,2,1,8,5,10,9,4,11,15,7,2,7,11,3,4,2,2,10,6,12,9,4,9,11,10,6,8,5,7,2,1,4,14,4,7,6,3,11,11,14,10,7,4,9,6,7,16,14,7,8,Media-friendly
597,2002077746,Scott Basford,- - -,30/7/2005 (16 years old),Ama,Phoenix Academy,U.S.A. (Southwest Division),USA,"5'9""",64 kg,16,M (C),0$,Young midfielder,-,Right Only,Weak,Very Strong,0,-,-,-,-,,-,-,14,12,7,2,8,7,10,8,11,1,2,4,8,6,12,12,1,7,11,8,2,7,14,4,10,3,3,6,10,8,8,3,7,6,11,10,7,8,7,1,1,8,12,8,9,11,3,8,14,12,11,8,15,10,7,15,5,7,12,10,Level-headed
598,2002077745,Ryan Torres,- - -,22/2/2005 (17 years old),Ama,Phoenix Academy,U.S.A. (Southwest Division),USA,"5'11""",75 kg,17,ST (C),0$,Young striker,-,Left,Very Strong,Weak,0,-,-,-,-,,-,-,9,16,9,2,11,12,7,13,11,3,3,3,8,7,9,9,2,10,9,4,3,8,10,1,9,16,1,6,13,8,15,3,9,9,10,8,6,9,9,2,1,12,9,9,10,11,1,9,10,12,11,12,10,9,13,11,10,8,15,10,Media-friendly
599,2002077744,Paul Rivas,- - -,31/12/2004 (17 years old),Ama,Phoenix Academy,U.S.A. (Southwest Division),USA,"6'0""",75 kg,17,ST (C),0$,Young striker,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,8,13,9,2,12,11,2,10,9,3,3,2,7,7,8,12,1,9,11,4,5,6,10,2,12,10,1,6,11,15,13,3,7,4,11,8,9,6,9,1,1,11,9,9,11,10,1,10,13,11,3,10,12,16,13,9,9,10,12,11,Media-friendly
600,2002077743,Doug Scussel,- - -,21/10/2005 (16 years old),Ama,Phoenix Academy,U.S.A. (Southwest Division),USA,"6'1""",70 kg,16,ST (C),0$,Young striker,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,15,11,5,3,11,16,4,7,8,3,1,1,5,4,7,13,3,9,12,3,5,6,1,1,11,7,1,9,10,10,12,3,11,13,6,6,7,5,8,2,1,7,8,9,12,9,1,9,4,6,12,12,10,4,14,16,11,2,8,11,"Volatile, Media-friendly, Confrontational"
601,2002077742,Sean Cabezutto,- - -,10/4/2006 (16 years old),Ama,Phoenix Academy,U.S.A. (Southwest Division),USA,"5'10""",66 kg,16,M (RLC),0$,Promising midfielder,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,9,16,11,1,14,11,8,8,11,3,3,3,6,7,8,8,2,8,16,9,6,9,9,3,11,7,2,5,7,9,7,2,8,11,15,9,7,11,8,3,2,10,14,9,10,16,3,13,11,11,14,12,8,10,14,12,8,10,8,12,Media-friendly
602,2002077741,Cristian Ibargüen,- - -,3/4/2005 (17 years old),Ama,Phoenix Academy,U.S.A. (Southwest Division),USA,"5'9""",65 kg,17,AM (C),0$,Young attacking midfielder,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,10,13,13,2,14,8,9,5,9,2,3,3,7,7,9,10,2,13,11,8,7,9,2,1,5,7,2,10,13,11,11,3,9,10,15,6,7,8,10,3,1,16,8,9,11,9,3,15,7,9,7,3,10,11,5,11,8,10,8,15,Outspoken
603,2002077740,Christopher Barragán,- - -,16/7/2005 (16 years old),Ctr,Phoenix Academy,U.S.A. (Southwest Division),USA,"5'8""",64 kg,16,M/AM (C),0$,Promising midfielder,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,13,10,10,3,15,12,11,10,13,1,1,1,9,6,13,12,2,10,9,10,7,10,7,1,5,6,2,12,13,12,9,3,11,16,10,9,9,9,10,4,3,11,9,9,8,11,1,15,14,16,10,16,17,9,15,8,8,12,10,4,Level-headed
604,2002077739,Joe Atkins,- - -,22/9/2006 (15 years old),Ctr,Phoenix Academy,U.S.A. (Southwest Division),USA,"5'9""",59 kg,15,M/AM (R),0$,Promising winger,-,Right,Fairly Strong,Very Strong,0,-,-,-,-,,-,-,15,14,9,2,11,10,3,5,9,1,1,3,4,5,11,13,1,8,13,2,4,10,6,1,9,8,1,6,13,7,7,2,6,8,6,9,6,6,6,2,3,16,13,6,12,13,4,17,9,11,11,4,11,6,3,9,11,15,7,16,Outspoken
605,2002077738,José Luis Grijalva,- - -,9/1/2006 (16 years old),Ctr,Phoenix Academy,U.S.A. (Southwest Division),USA,"5'11""",66 kg,16,AM (R),0$,Young winger,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,15,7,8,1,14,6,5,7,7,3,1,1,5,6,10,12,1,9,14,6,6,5,12,3,8,3,2,6,13,11,11,2,12,12,6,12,8,5,8,2,1,7,8,7,11,9,1,11,16,14,15,14,14,12,14,11,11,11,5,9,Level-headed
606,2002077737,Brian Dickerson,- - -,7/10/2006 (15 years old),Ctr,Phoenix Academy,U.S.A. (Southwest Division),USA,"5'8""",58 kg,15,M (RL),0$,Young winger,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,12,13,6,1,10,16,3,5,8,1,4,2,5,3,5,13,3,9,9,5,5,4,7,3,4,5,2,9,6,10,5,3,10,12,6,8,6,6,5,2,1,10,13,7,15,17,2,6,11,12,12,10,6,2,8,10,18,12,7,7,Media-friendly
607,2002077736,John Gibson,- - -,16/10/2006 (15 years old),Ctr,Phoenix Academy,U.S.A. (Southwest Division),USA,"5'5""",55 kg,15,AM (L),0$,Young winger,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,13,7,4,1,14,12,3,4,5,2,2,1,1,1,4,14,1,6,11,1,2,4,5,1,1,3,2,3,14,9,7,2,5,15,4,6,3,3,4,1,1,7,7,5,15,13,3,8,14,18,12,13,12,6,10,9,17,10,4,6,Level-headed
608,2002077735,Diego Alarcón,- - -,11/11/2005 (16 years old),Ctr,Phoenix Academy,U.S.A. (Southwest Division),USA,"6'5""",76 kg,16,D (LC),0$,Young center back,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,10,11,7,1,12,16,14,7,10,2,2,1,10,2,7,11,2,6,17,10,5,3,5,3,13,10,3,2,4,8,3,2,5,10,9,7,4,9,7,3,1,6,5,8,10,16,3,10,2,8,8,12,8,2,15,11,9,12,11,10,"Media-friendly, Short-tempered"
609,2002077734,Ray Yazzie,- - -,18/5/2005 (17 years old),Ctr,Phoenix Academy,U.S.A. (Southwest Division),USA,"5'11""",71 kg,17,D (LC),0$,Young center back,-,Left,Very Strong,Fairly Strong,0,-,-,-,-,,-,-,6,7,7,1,9,9,15,7,6,2,3,3,12,4,9,8,1,7,10,10,6,7,6,3,12,8,2,5,5,9,2,1,5,11,13,8,4,9,8,3,2,8,7,6,8,9,3,12,11,10,13,13,11,11,12,20,11,13,9,11,Level-headed
610,2002077733,Aaron Townsend,- - -,27/2/2006 (16 years old),Ctr,Phoenix Academy,U.S.A. (Southwest Division),USA,"5'10""",67 kg,16,D (LC),0$,Promising center back,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,14,10,6,1,9,10,12,7,9,1,1,2,9,6,8,10,1,8,12,7,4,5,2,2,9,6,3,1,5,9,6,2,7,5,14,8,5,8,6,2,1,13,6,8,10,18,2,14,10,13,12,13,11,6,11,7,4,11,9,9,Level-headed
611,2002077732,Sean Prochilo,- - -,16/2/2005 (17 years old),Ctr,Phoenix Academy,U.S.A. (Southwest Division),USA,"6'0""",71 kg,17,D (R),0$,Young full back,-,Right,Fairly Strong,Very Strong,0,-,-,-,-,,-,-,9,11,6,1,10,18,9,4,7,1,1,1,9,4,8,6,3,5,14,7,6,4,13,2,13,6,4,2,8,6,4,1,6,2,11,9,5,8,6,3,1,10,7,6,6,11,3,9,11,9,11,14,12,7,14,10,5,12,12,9,Media-friendly
612,2002077731,Ben Bailey,- - -,24/2/2005 (17 years old),Ctr,Phoenix Academy,U.S.A. (Southwest Division),USA,"5'3""",55 kg,17,D (L),0$,Young full back,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,12,12,9,2,9,11,11,5,9,3,3,2,10,4,11,14,1,7,7,9,9,7,8,2,2,8,3,3,5,10,4,3,6,14,13,11,6,9,10,3,2,11,16,11,11,15,3,12,16,17,13,18,17,6,14,8,2,11,10,5,Unflappable
613,2002077730,Pekka Rantala,- - -,24/2/2006 (16 years old),Ctr,Phoenix Academy,U.S.A. (Southwest Division),FIN,"6'0""",71 kg,16,GK,0$,Promising goalkeeper,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,11,7,13,8,7,6,2,6,5,8,10,7,10,1,6,7,8,2,5,2,2,3,2,11,11,1,14,7,3,4,3,3,2,9,11,2,6,10,5,10,11,10,7,7,15,11,7,8,9,11,11,5,9,3,7,10,8,9,8,15,Outspoken
614,2002077729,Guadalupe Lozano,- - -,18/2/2005 (17 years old),Ctr,Phoenix Academy,U.S.A. (Southwest Division),USA,"5'10""",70 kg,17,GK,0$,Young goalkeeper,-,Right,Fairly Strong,Very Strong,0,-,-,-,-,,-,-,7,6,3,7,6,6,1,5,5,9,14,10,9,3,7,6,9,1,9,2,1,2,2,14,7,1,14,5,3,1,1,1,2,10,12,1,3,9,5,10,8,9,11,8,9,10,11,12,10,11,12,11,8,8,10,9,10,6,9,12,Media-friendly
615,2002077709,Kyle Burke,- - -,13/11/2005 (16 years old),Ama,Charlotte FC Academy,U.S.A. (East (South) Division),USA,"6'0""",71 kg,16,D (RC),0$,Young full back,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,7,9,6,3,10,14,10,9,9,3,2,1,10,4,7,9,1,4,12,7,7,7,5,2,12,8,1,2,4,7,5,3,4,16,8,7,5,10,8,2,2,8,8,10,8,9,1,12,13,17,15,14,12,5,12,10,14,11,7,7,Level-headed
616,2002077708,Jordan Bradford,- - -,26/2/2006 (16 years old),Ama,Charlotte FC Academy,U.S.A. (East (South) Division),USA,"5'10""",67 kg,16,M (C),0$,Young midfielder,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,8,11,14,2,9,16,7,7,6,1,1,1,8,5,12,5,2,7,14,7,4,5,8,2,8,3,2,8,7,13,5,3,7,9,10,3,4,7,6,1,2,3,9,8,5,13,2,7,15,11,15,10,12,6,10,14,11,9,6,7,Level-headed
617,2002077707,Joaquín López,- - -,1/6/2005 (17 years old),Ama,Charlotte FC Academy,U.S.A. (East (South) Division),MEX,"5'7""",60 kg,17,AM (C),0$,Young attacking midfielder,-,Right,Fairly Strong,Very Strong,0,-,-,-,-,,-,-,7,8,10,1,15,5,5,4,7,1,1,3,5,6,8,9,3,11,15,3,3,10,7,2,5,3,3,5,14,11,11,2,8,3,7,4,3,5,7,3,3,12,6,10,11,6,1,10,14,12,11,12,16,9,9,7,4,13,7,6,Level-headed
618,2002077706,Brian Valenzuela,- - -,27/7/2005 (16 years old),Ama,Charlotte FC Academy,U.S.A. (East (South) Division),USA,"5'11""",72 kg,16,ST (C),0$,Young striker,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,8,8,7,3,8,12,4,14,8,2,2,1,7,7,8,9,2,10,12,5,4,6,3,3,8,12,3,8,8,8,8,3,7,10,9,7,6,7,8,4,3,13,12,9,11,7,1,10,15,14,18,8,13,8,10,12,10,14,10,6,Level-headed
619,2002077705,Raúl Magaña,- - -,15/1/2006 (16 years old),Ama,Charlotte FC Academy,U.S.A. (East (South) Division),MEX,"5'8""",60 kg,16,ST (C),0$,Promising striker,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,15,12,7,1,9,7,4,4,11,1,1,2,5,4,8,11,2,9,12,2,4,6,10,3,7,8,3,10,9,13,14,1,12,16,10,5,6,4,8,1,2,8,7,11,10,7,3,10,7,9,10,11,12,10,9,8,11,5,15,7,Media-friendly
620,2002077704,Jordan Fowler,- - -,3/1/2006 (16 years old),Ama,Charlotte FC Academy,U.S.A. (East (South) Division),USA,"5'10""",65 kg,16,ST (C),0$,Young striker,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,12,7,3,2,13,12,2,5,7,2,1,1,3,6,4,8,3,8,13,2,2,7,8,2,7,4,2,5,14,13,13,1,8,15,10,4,4,6,11,3,1,6,10,9,9,9,2,8,15,18,16,17,14,4,14,17,15,9,5,7,"Evasive, Unflappable"
621,2002077703,Peter Morris,- - -,16/4/2005 (17 years old),Ama,Charlotte FC Academy,U.S.A. (East (South) Division),USA,"5'10""",67 kg,17,AM (C),0$,Young attacking midfielder,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,14,13,8,1,13,14,5,3,8,2,3,1,7,3,7,11,1,8,8,3,2,5,4,1,7,1,3,4,14,9,9,2,6,10,7,2,3,4,5,2,3,8,10,7,10,11,3,8,11,7,8,3,11,10,4,9,9,9,10,13,Media-friendly
622,2002077702,Antonio Barajas,- - -,25/1/2005 (17 years old),Ama,Charlotte FC Academy,U.S.A. (East (South) Division),USA,"5'3""",57 kg,17,AM (RLC),0$,Young attacking midfielder,-,Right,Fairly Strong,Very Strong,0,-,-,-,-,,-,-,7,8,10,3,11,13,5,4,6,3,2,3,5,5,7,9,2,7,5,4,2,9,1,3,1,4,3,5,11,15,9,2,8,4,10,7,7,6,7,1,3,17,8,7,11,14,4,12,13,12,3,13,10,6,11,10,7,11,8,13,Media-friendly
623,2002077701,Heinz Krämer,- - -,8/1/2006 (16 years old),Ama,Charlotte FC Academy,U.S.A. (East (South) Division),USA,"5'11""",67 kg,16,"AM (C), ST (C)",0$,Young attacking midfielder,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,8,9,8,2,14,6,5,7,6,3,2,1,4,5,9,11,1,8,12,4,1,8,8,1,6,8,3,5,14,12,10,1,7,17,12,7,4,6,8,2,1,10,5,10,11,15,2,8,9,12,17,12,12,6,14,6,11,17,11,6,Level-headed
624,2002077700,Tyler Oatway,- - -,9/2/2005 (17 years old),Ama,Charlotte FC Academy,U.S.A. (East (South) Division),USA,"5'4""",57 kg,17,M/AM (R),0$,Young winger,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,14,11,8,2,12,15,6,6,7,2,1,3,5,6,14,14,2,10,12,5,5,9,10,2,4,4,1,10,11,12,10,1,9,4,7,7,5,8,8,3,4,17,8,6,14,11,3,11,15,15,13,16,14,12,14,9,5,10,10,12,Unflappable
625,2002077699,Aaron Brinkhaus,- - -,7/8/2006 (15 years old),Ama,Charlotte FC Academy,U.S.A. (East (South) Division),SUI,"5'11""",66 kg,15,AM (R),0$,Promising winger,-,Left,Very Strong,Fairly Strong,0,-,-,-,-,,-,-,13,12,8,3,13,17,6,7,10,1,3,2,6,7,11,9,3,8,4,4,6,7,8,1,6,4,2,6,14,8,8,1,10,5,9,9,5,7,9,3,3,9,7,8,10,11,2,12,17,15,11,15,12,3,15,10,3,8,12,14,Unflappable
626,2002077698,Uriah Robinson,- - -,2/10/2006 (15 years old),Ama,Charlotte FC Academy,U.S.A. (East (South) Division),USA,"5'10""",64 kg,15,M/AM (L),0$,Promising winger,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,10,7,8,2,10,10,7,8,8,2,3,2,5,5,9,12,2,9,9,7,6,6,5,1,10,6,3,14,14,11,10,1,13,11,9,14,11,7,9,2,1,8,9,7,12,10,1,15,8,11,13,2,5,7,6,8,14,6,8,15,Outspoken
627,2002077697,Scott Gentile,- - -,24/11/2006 (15 years old),Ama,Charlotte FC Academy,U.S.A. (East (South) Division),USA,"5'6""",55 kg,15,AM (L),0$,Young winger,-,Right Only,Weak,Very Strong,0,-,-,-,-,,-,-,12,10,7,2,14,15,8,5,5,3,3,1,5,2,7,12,3,10,14,4,4,7,1,1,6,8,2,11,13,9,8,3,11,11,8,10,9,7,7,2,2,4,7,7,11,12,2,11,14,16,12,11,14,7,14,8,9,7,7,9,Level-headed
628,2002077696,David Vázquez,- - -,31/12/2005 (16 years old),Ama,Charlotte FC Academy,U.S.A. (East (South) Division),USA,"5'9""",64 kg,16,D (C),0$,Young center back,-,Left,Very Strong,Fairly Strong,0,-,-,-,-,,-,-,8,8,5,3,9,6,15,5,7,2,1,2,8,4,10,6,3,4,8,10,5,2,6,3,8,11,1,5,4,8,4,2,6,4,9,7,6,8,6,2,2,8,7,9,6,11,1,10,19,16,11,13,14,13,10,11,5,15,15,3,Level-headed
629,2002077695,Christian Luna,- - -,17/5/2005 (17 years old),Ama,Charlotte FC Academy,U.S.A. (East (South) Division),USA,"6'1""",74 kg,17,D (C),0$,Young center back,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,10,13,8,3,12,11,13,8,10,2,3,3,9,5,8,11,3,6,11,9,8,5,15,3,15,8,1,6,4,9,6,1,5,13,10,6,4,9,9,1,4,15,16,11,12,11,1,9,4,3,10,17,9,8,16,6,9,10,7,15,"Outspoken, Volatile, Confrontational"
630,2002077694,Jay Burns,- - -,19/3/2006 (16 years old),Ama,Charlotte FC Academy,U.S.A. (East (South) Division),USA,"5'9""",63 kg,16,D (LC),0$,Young center back,-,Either,Very Strong,Strong,0,-,-,-,-,,-,-,9,9,8,3,15,9,14,6,8,2,3,1,10,5,10,8,1,7,12,9,8,6,7,3,11,9,2,3,2,10,4,1,5,4,15,10,6,8,10,1,3,9,7,10,7,8,3,13,11,14,11,9,13,5,12,10,3,5,8,8,Level-headed
631,2002077693,Christian Andersen,- - -,9/2/2006 (16 years old),Ama,Charlotte FC Academy,U.S.A. (East (South) Division),USA,"5'7""",59 kg,16,D (R),0$,Promising full back,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,9,15,10,3,9,10,15,7,10,1,1,2,12,8,8,8,3,7,17,9,4,8,12,2,7,8,3,2,8,9,3,1,8,11,15,10,6,9,10,3,3,17,10,9,10,8,2,7,9,10,11,9,12,9,10,14,10,14,10,11,Media-friendly
632,2002077692,Ansu Yenay,- - -,16/12/2006 (15 years old),Ama,Charlotte FC Academy,U.S.A. (East (South) Division),USA,"5'5""",55 kg,15,D (RL),0$,Young full back,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,8,15,7,1,11,11,13,5,11,1,1,3,10,2,9,8,2,7,12,10,7,7,4,2,4,6,3,2,10,7,4,2,7,13,8,8,3,9,9,2,3,15,6,12,8,14,4,11,17,11,18,7,12,7,10,11,13,9,10,8,Level-headed
633,2002077691,Ryan Bradley,- - -,3/12/2006 (15 years old),Ama,Charlotte FC Academy,U.S.A. (East (South) Division),USA,"6'2""",68 kg,15,GK,0$,Promising goalkeeper,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,10,13,6,9,12,11,2,6,8,17,16,13,9,3,7,12,12,2,14,1,2,3,14,9,14,1,9,5,3,7,2,6,3,9,9,2,1,11,6,8,13,11,8,10,11,10,9,10,8,10,10,8,11,2,2,8,10,11,10,17,Outspoken
634,2002077690,Javier Aponte,- - -,23/1/2006 (16 years old),Ama,Charlotte FC Academy,U.S.A. (East (South) Division),USA,"5'11""",67 kg,16,GK,0$,Young goalkeeper,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,12,9,11,6,6,17,3,8,4,7,14,7,8,3,9,13,9,1,14,3,1,1,2,14,8,1,12,5,1,1,1,1,2,15,10,2,3,11,6,8,9,6,6,9,6,16,9,6,15,17,11,19,15,13,15,6,2,13,6,3,Unflappable
635,2002077689,Greg Íñiguez,- - -,30/5/2005 (17 years old),Ama,Austin FC Academy,U.S.A. (Central (South) Division),USA,"5'6""",60 kg,17,DM,0$,Young midfielder,-,Left Only,Very Strong,Weak,0,-,-,-,-,,-,-,7,9,6,1,11,10,16,5,9,2,1,3,11,4,8,8,2,6,13,11,5,6,10,1,6,5,1,7,5,7,3,2,8,5,10,4,3,8,6,2,2,8,13,9,9,9,2,10,11,12,12,6,11,5,5,9,5,9,8,8,Level-headed
636,2002077688,Keaton Terwege,- - -,10/1/2005 (17 years old),Ama,Austin FC Academy,U.S.A. (Central (South) Division),USA,"6'3""",78 kg,17,D (C),0$,Young center back,-,Right,Fairly Strong,Very Strong,0,-,-,-,-,,-,-,7,9,6,2,13,8,11,5,8,4,1,3,11,6,8,8,2,6,9,9,7,9,12,1,15,8,1,3,5,8,5,2,6,11,10,4,5,8,9,2,4,11,16,9,9,15,2,9,15,15,9,16,10,10,17,15,10,13,7,8,"Unflappable, Media-friendly"
637,2002077687,Félix Hibbert,- - -,23/4/2006 (16 years old),Ama,Austin FC Academy,U.S.A. (Central (South) Division),HAI,"6'0""",73 kg,16,DM,0$,Young midfielder,-,Right,Reasonable,Very Strong,0,-,-,-,-,,-,-,9,13,11,4,11,8,10,11,10,2,3,2,10,9,9,11,2,10,7,11,4,8,10,2,11,9,2,8,2,9,8,1,8,3,9,7,5,9,10,2,2,14,10,16,11,15,1,10,13,15,11,10,11,6,7,6,3,6,7,4,Level-headed
638,2002077686,Harrison Bone,- - -,16/4/2006 (16 years old),Ama,Austin FC Academy,U.S.A. (Central (South) Division),USA,"5'7""",57 kg,16,"AM (C), ST (C)",0$,Promising striker,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,9,8,14,1,15,9,6,5,7,1,3,1,7,14,13,13,2,10,15,6,5,7,6,3,5,12,3,8,13,16,11,2,9,6,10,11,6,7,9,2,2,5,9,9,13,9,2,12,12,13,4,14,12,10,13,9,7,6,10,12,Level-headed
639,2002077685,Andrés Pacheco,- - -,31/12/2005 (16 years old),Ama,Austin FC Academy,U.S.A. (Central (South) Division),USA,"5'9""",62 kg,16,"AM (C), ST (C)",0$,Young striker,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,10,10,7,2,15,15,5,5,9,3,1,4,7,5,9,9,1,9,12,4,5,7,4,4,8,5,4,6,14,11,15,4,8,4,7,7,5,7,7,3,3,5,5,8,11,11,2,9,4,9,4,10,12,5,12,6,10,11,8,11,"Volatile, Media-friendly"
640,2002077684,Luke Barone,- - -,30/1/2005 (17 years old),Ama,Austin FC Academy,U.S.A. (Central (South) Division),USA,"6'5""",80 kg,17,ST (C),0$,Young striker,-,Left,Very Strong,Weak,0,-,-,-,-,,-,-,10,7,5,1,9,3,3,6,6,2,1,1,3,5,5,11,1,9,11,4,2,4,1,4,13,6,1,2,9,14,6,2,14,14,7,4,3,5,12,3,2,6,10,9,8,8,1,10,15,16,12,17,18,9,16,8,5,10,9,4,Unflappable
641,2002077683,Pat Mejía,- - -,4/2/2006 (16 years old),Ama,Austin FC Academy,U.S.A. (Central (South) Division),USA,"5'5""",56 kg,16,M (LC),0$,Young midfielder,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,13,14,6,1,12,11,9,6,9,1,2,1,7,5,9,13,2,10,13,5,4,6,8,3,1,2,1,4,7,8,5,1,8,13,9,5,3,6,6,3,1,7,13,6,10,11,2,12,16,14,16,10,15,14,15,16,14,6,6,9,Level-headed
642,2002077682,Michael Henderson,- - -,25/11/2006 (15 years old),Ama,Austin FC Academy,U.S.A. (Central (South) Division),USA,"5'9""",61 kg,15,M (C),0$,Young midfielder,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,8,9,8,2,10,9,7,5,13,2,2,3,7,6,15,8,2,8,11,5,6,7,9,3,8,4,1,4,3,13,5,3,8,16,8,5,7,6,7,1,4,8,13,6,7,6,1,9,12,11,14,10,9,14,15,10,10,14,7,19,Outspoken
643,2002077681,Harrison Domínguez,- - -,30/9/2006 (15 years old),Ama,Austin FC Academy,U.S.A. (Central (South) Division),COL,"5'5""",55 kg,15,M/AM (C),0$,Promising midfielder,-,Either,Very Strong,Strong,0,-,-,-,-,,-,-,12,13,8,1,14,8,9,4,10,1,2,3,6,4,11,10,2,10,13,7,1,6,6,1,3,3,3,9,15,10,9,2,14,3,7,5,7,6,8,3,3,9,12,9,8,11,3,9,13,15,11,11,10,12,14,9,5,14,7,4,Media-friendly
644,2002077680,Attila Kovac,- - -,29/3/2006 (16 years old),Ama,Austin FC Academy,U.S.A. (Central (South) Division),SVK,"5'10""",65 kg,16,AM (RC),0$,Young winger,-,Left,Very Strong,Reasonable,0,-,-,-,-,,-,-,12,10,7,1,14,15,5,5,6,3,3,3,6,6,10,9,1,11,12,3,4,9,7,3,6,5,3,7,12,9,9,2,8,11,9,9,5,6,6,2,1,7,8,6,9,14,3,9,9,10,12,6,10,4,5,14,9,16,12,18,Outspoken
